_id,AIR_CONDITIONING_TYPE,AMENITIES_AVAILABLE,ANNUAL_FIRE_ALARM_TEST_RECORDS,ANNUAL_FIRE_PUMP_FLOW_TEST_RECORDS,APPROVED_FIRE_SAFETY_PLAN,BALCONIES,BARRIER_FREE_ACCESSIBILTY_ENTR,BIKE_PARKING,CONFIRMED_STOREYS,CONFIRMED_UNITS,DATE_OF_LAST_INSPECTION_BY_TSSA,DESCRIPTION_OF_CHILD_PLAY_AREA,DESCRIPTION_OF_INDOOR_EXERCISE_ROOM,DESCRIPTION_OF_OUTDOOR_REC_FACILITIES,ELEVATOR_PARTS_REPLACED,ELEVATOR_STATUS,EMERG_POWER_SUPPLY_TEST_RECORDS,EXTERIOR_FIRE_ESCAPE,FACILITIES_AVAILABLE,FIRE_ALARM,GARBAGE_CHUTES,GREEN_BIN_LOCATION,HEATING_EQUIPMENT_STATUS,HEATING_EQUIPMENT_YEAR_INSTALLED,HEATING_TYPE,INDOOR_GARBAGE_STORAGE_AREA,INTERCOM,IS_THERE_A_COOLING_ROOM,IS_THERE_EMERGENCY_POWER,LAUNDRY_ROOM,LAUNDRY_ROOM_HOURS_OF_OPERATION,LAUNDRY_ROOM_LOCATION,LOCKER_OR_STORAGE_ROOM,NO_BARRIER_FREE_ACCESSBLE_UNITS,NO_OF_ACCESSIBLE_PARKING_SPACES,NO_OF_ELEVATORS,NO_OF_LAUNDRY_ROOM_MACHINES,NON_SMOKING_BUILDING,OUTDOOR_GARBAGE_STORAGE_AREA,PARKING_TYPE,PCODE,PET_RESTRICTIONS,PETS_ALLOWED,PROP_MANAGEMENT_COMPANY_NAME,PROPERTY_TYPE,RECYCLING_BINS_LOCATION,RSN,SEPARATE_GAS_METERS_EACH_UNIT,SEPARATE_HYDRO_METER_EACH_UNIT,SEPARATE_WATER_METERS_EA_UNIT,SITE_ADDRESS,SPRINKLER_SYSTEM,SPRINKLER_SYSTEM_TEST_RECORD,SPRINKLER_SYSTEM_YEAR_INSTALLED,TSSA_TEST_RECORDS,VISITOR_PARKING,WARD,WINDOW_TYPE,YEAR_BUILT,YEAR_OF_REPLACEMENT,YEAR_REGISTERED,NO_OF_STOREYS,IS_THERE_EMERGENCY_POWER?,NON-SMOKING_BUILDING,NO_OF_UNITS,NO_OF_ACCESSIBLEPARKING_SPACES,FACILITIES_AVAILABLE?,IS_THERE_A_COOLING_ROOM?,NO_BARRIERFREE_ACCESSBLE_UNITS
62445,INDIVIDUAL UNITS,,NO,NO,NO,YES,NO,Not Available,3.0,12.0,,,,,,,,NO,Green Bin / Organics,YES,NO,"OUTSIDE, BEHIND BUILDING",ORIGINAL,,FORCED AIR GAS,NO,YES,NO,NO,YES,8AM TO 8PM,BASEMENT,YES,0.0,10.0,0.0,,NO,YES,"Ground Level Garage , Surface Parking",M6A,,YES,KNRS PROPERTIES INC,PRIVATE,"OUTSIDE, BEHIND BUILDING",4154501.0,NO,YES,NO,91  NEPTUNE DR ,NO,,,,UNAVAILABLE,8,DOUBLE PANE,1957.0,,2019.0,,,,,,,,
62446,NONE,,YES,NO,YES,YES,NO,Not Available,3.0,34.0,"AUG 15, 2017",,,,,ORIGINAL,YES,NO,Green Bin / Organics,YES,NO,DESIGNATED GARBAGE AREA,REPLACED,1986.0,HOT WATER,NO,YES,NO,YES,YES,9 AM - 9 PM,BASEMENT,YES,0.0,0.0,1.0,7.0,NO,YES,"Ground Level Garage , Surface Parking",M6A,NO REPTILES,YES,DMS PROPERTY MANAGEMENT LTD,PRIVATE,DESIGNATED GARBAGE AREA,4154503.0,NO,YES,NO,61  NEPTUNE DR ,NO,,,YES,UNAVAILABLE,8,DOUBLE PANE,1959.0,,2017.0,,,,,,,,
62447,,,,,,,, indoor parking spots and  outdoor parking spots,3.0,10.0,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,0.0,,,,,M6A,,,,PRIVATE,,4154510.0,,,,32  WASDALE CRES ,,,,,,8,DOUBLE PANE,1957.0,,,,,,,,,,
62448,NONE,,YES,NO,YES,YES,NO,Not Available,3.0,15.0,,,,,,,,NO,Green Bin / Organics,YES,NO,OUTSIDE SIDE OF BUILDING,REPLACED,2012.0,HOT WATER,NO,YES,NO,NO,YES,9AM-9PM,BASEMENT,YES,0.0,0.0,0.0,4.0,YES,YES,"Ground Level Garage , Surface Parking",M6A,,NO,FALCONWIN PROPERTY MNG,PRIVATE,OUTSIDE SIDE OF BUILDING,4154512.0,NO,YES,NO,64  WASDALE CRES ,NO,,,,UNAVAILABLE,8,DOUBLE PANE,1956.0,,2017.0,,,,,,,,
62449,NONE,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,6.0,397.0,"APR 8, 2017",,,,FULL REPLACEMENT - GAL GALAXY ,REPLACED,YES,NO,Unknown,YES,YES,,ORIGINAL,1980.0,HOT WATER,YES,YES,NO,YES,YES,TBD,TBD,NO,3.0,4.0,3.0,12.0,YES,YES,Surface Parking,M2H,,YES,,TCHC,,4154848.0,NO,NO,NO,4000  DON MILLS RD ,YES,YES,1980.0,YES,BOTH,17,DOUBLE PANE,1980.0,2016.0,2017.0,,,,,,,,
62450,CENTRAL AIR,"Indoor pool , Indoor exercise room , Sauna",YES,YES,YES,YES,YES,Not Available,15.0,141.0,"FEB 27, 2014",,GYM,,FULL REPLACEMENT,REPLACED,YES,NO,Green Bin / Organics,YES,YES,IN GARBAGE ENCLOSURE,REPLACED,2010.0,HOT WATER,NO,YES,YES,YES,YES,24 HOURS,BASEMENT,YES,0.0,1.0,2.0,18.0,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking , Parking Deck",M9A,,YES,H & R PROPERTY MANAGEMENT LTD,PRIVATE,IN GARBAGE ENCLOSURE,4155342.0,NO,YES,NO,25  RICHVIEW RD ,YES,YES,1973.0,YES,FREE,2,DOUBLE PANE,1973.0,2012.0,2017.0,,,,,,,,
62451,NONE,,YES,YES,YES,YES,YES,Not Available,12.0,180.0,"JUN 16, 2017",,,,CABS,REPLACED,YES,YES,Green Bin / Organics,YES,YES,SURFACE,ORIGINAL,1971.0,HOT WATER,NO,YES,NO,YES,YES,9AM  - 9 PM,BASEMENT FLOOR,YES,180.0,18.0,3.0,16.0,YES,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Carport , Surface Parking",M9P,,YES,LAROSE HOLDINGS,PRIVATE,SURFACE,4155347.0,NO,YES,NO,105  LA ROSE AVE ,YES,YES,1971.0,YES,BOTH,2,DOUBLE PANE,1971.0,2009.0,2017.0,,,,,,,,
62452,NONE,Child play area,YES,NO,YES,YES,YES,0 indoor parking spots and 12 outdoor parking spots,3.0,64.0,"AUG 17, 2015",PLAY STRUCTURE WITH SLIDE,,,,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BETWEEN 7 AND 11 ROCHEFORT,ORIGINAL,1960.0,ELECTRIC,NO,YES,NO,YES,YES,8 AM TO 10 PM,THIRD FLOOR,YES,0.0,0.0,1.0,8.0,NO,YES,"Underground Garage , Surface Parking",M3C,AS PER LEASING AGREEMENT,YES,,PRIVATE,WEST SIDE OF BUILDING,4156020.0,NO,YES,NO,11  ROCHEFORT DR ,YES,YES,1960.0,YES,FREE,16,DOUBLE PANE,1960.0,2006.0,2017.0,,,,,,,,
62453,CENTRAL AIR,Indoor recreation room,YES,YES,YES,YES,YES,30 indoor parking spots and 0 outdoor parking spots,4.0,80.0,"SEP 15, 2017",,,,,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,OUTSIDE,ORIGINAL,1996.0,FORCED AIR GAS,YES,YES,NO,YES,YES,24/7,GROUND FLOOR,NO,5.0,0.0,1.0,6.0,NO,YES,"Underground Garage , Garage accessible thru buildg",M4M,TORONTO BY-LAWS,YES,,SOCIAL HOUSING,CUTE ROOM,4156036.0,NO,YES,NO,17  RENWICK CRES ,YES,YES,1996.0,YES,FREE,14,DOUBLE PANE,1996.0,,2017.0,,,,,,,,
62454,INDIVIDUAL UNITS,,YES,YES,YES,NO,NO,Not Available,4.0,37.0,,,,,,,,NO,Recycling bins,YES,NO,,REPLACED,1995.0,HOT WATER,NO,YES,NO,NO,YES,9-9 ,BASEMENT,NO,0.0,2.0,0.0,6.0,YES,YES,Surface Parking,M1P,,YES,,PRIVATE,OUTSIDE,4156037.0,NO,NO,NO,1535  BIRCHMOUNT RD ,YES,YES,1995.0,,FREE,21,DOUBLE PANE,1960.0,,2017.0,,,,,,,,
62455,NONE,,YES,YES,YES,YES,NO,18 indoor parking spots and 0 outdoor parking spots,12.0,164.0,"JUL 15, 2017",,,,ELEVATOR MODERNIZATION,REPLACED,,NO,Green Bin / Organics,YES,YES,OUTDOOR AREA,REPLACED,2015.0,HOT WATER,NO,YES,NO,NO,YES,8:00 A.M. TO 10:00 P.M. DAILY,BASEMENT,NO,0.0,2.0,2.0,16.0,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M3A,,NO,M&R PROPERTY MANAGEMENT,PRIVATE,OUTDOOR AREA,4156043.0,NO,YES,NO,275  CASSANDRA BLVD ,YES,YES,1965.0,NO,FREE,16,DOUBLE PANE,1965.0,2001.0,2017.0,,,,,,,,
62456,NONE,,YES,NO,YES,NO,NO,0 indoor parking spots and 12 outdoor parking spots,4.0,22.0,,,,,,,,NO,Green Bin / Organics,YES,NO,WEST SODE OF BLDG,REPLACED,2010.0,FORCED AIR GAS,NO,YES,NO,NO,YES,24/7,BASEMENT,YES,0.0,0.0,0.0,4.0,NO,YES,Ground Level Garage,M9A,NONE,YES,,PRIVATE,WEST SIDE OF BLDG,4156089.0,NO,YES,NO,290  THE KINGSWAY  ,NO,,,,UNAVAILABLE,2,DOUBLE PANE,1977.0,,2017.0,,,,,,,,
62457,NONE,,YES,YES,NO,YES,YES,Not Available,6.0,33.0,"JUL 10, 2015",,,,,ORIGINAL,,NO,Green Bin / Organics,YES,YES,EAST SIDE OF BUILDING,REPLACED,2004.0,HOT WATER,YES,YES,NO,NO,YES,8AM - 10PM,BASEMENT,YES,0.0,0.0,1.0,6.0,NO,NO,"Ground Level Garage , Surface Parking",M1P,,YES,JOHN ULRICH  MANAGEMENT,PRIVATE,EAST SIDE OF BUILDING,4152716.0,NO,NO,NO,2250  LAWRENCE AVE E,YES,YES,1968.0,NO,FREE,21,DOUBLE PANE,1968.0,,2017.0,,,,,,,,
62458,NONE,,YES,YES,YES,YES,NO,Not Available,10.0,139.0,"MAR 22, 2016",,,,,ORIGINAL,YES,YES,Green Bin / Organics,YES,YES,OUTDOOR,ORIGINAL,1984.0,HOT WATER,YES,YES,NO,YES,YES,8AM-10PM,BASEMENT,YES,0.0,0.0,2.0,14.0,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M1P,,YES,LIVING PROPERTIES INC.,PRIVATE,OUTDOOR,4152723.0,NO,NO,NO,3  GLAMORGAN AVE ,YES,YES,1984.0,YES,FREE,21,DOUBLE PANE,1984.0,,2017.0,,,,,,,,
62459,NONE,,YES,YES,YES,YES,YES,Not Available,10.0,135.0,"MAY 15, 2010",,,,FULL REPLACEMENT,REPLACED,YES,NO,Recycling bins,YES,YES,,REPLACED,2010.0,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,MAIN FLOOR,YES,0.0,1.0,2.0,14.0,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M1P,,YES,H & R PROPERTY MANAGEMENT LTD.,PRIVATE,IN GARBAGE ENCLOSURE,4152728.0,NO,YES,NO,30  ANTRIM CRES ,YES,YES,1972.0,YES,FREE,21,DOUBLE PANE,1972.0,2008.0,2017.0,,,,,,,,
62460,NONE,,NO,NO,YES,YES,NO,Not Available,4.0,32.0,"APR 16, 2013",,,,,ORIGINAL,NO,NO,Green Bin / Organics,YES,YES,FACING WEST,REPLACED,1989.0,HOT WATER,YES,YES,NO,YES,YES,FOB ACCESS - 24 HOURS,MAIN FLOOR,YES,0.0,31.0,1.0,6.0,YES,NO,"Carport , Surface Parking",M1P,,NO,,PRIVATE,FACING WEST,4152735.0,NO,YES,NO,1181  ELLESMERE RD ,YES,NO,1986.0,NO,FREE,21,DOUBLE PANE,1976.0,,2017.0,,,,,,,,
62461,NONE,Child play area,YES,YES,YES,YES,NO,Not Available,15.0,180.0,"AUG 15, 2017",OUTDOOR PLAYGROUND,,,COMPLETE MODERNIZATION,REPLACED,,NO,Recycling bins,YES,YES,,REPLACED,2007.0,HOT WATER,NO,YES,NO,NO,YES,8 AM TO 8 PM,MAIN FLOOR,NO,0.0,4.0,2.0,12.0,YES,YES,"Underground Garage , Surface Parking",M1H,,NO,AMAZ PROPERTY MANAGEMENT,PRIVATE,REAR,4152740.0,NO,NO,NO,555  BRIMORTON DR ,YES,YES,1965.0,NO,FREE,24,DOUBLE PANE,1965.0,2007.0,2017.0,,,,,,,,
62462,NONE,,YES,YES,YES,NO,NO,0 indoor parking spots and 4 outdoor parking spots,3.0,12.0,,,,,,,,NO,Green Bin / Organics,YES,NO,PARKING AREA/ BACK FENCE,REPLACED,2010.0,HOT WATER,NO,NO,NO,NO,YES,ALL DAY,BASEMENT,NO,0.0,11.0,0.0,2.0,YES,YES,"Ground Level Garage , Carport , Surface Parking",M6L,,NO,BROKENGOAT INVESTMENTS,PRIVATE,PARKING AREA/BACK FENCE,4154343.0,NO,YES,NO,2  PIMLICO RD ,NO,,,,UNAVAILABLE,5,DOUBLE PANE,1959.0,,2017.0,,,,,,,,
62463,NONE,,YES,YES,YES,NO,YES,Not Available,3.0,10.0,,,,,,,,NO,Green Bin / Organics,YES,NO,OUTDOOR,REPLACED,2007.0,HOT WATER,NO,YES,NO,NO,YES,8AM-10PM,BASEMENT,YES,2.0,4.0,0.0,2.0,YES,NO,"Ground Level Garage , Surface Parking , Parking Deck",M4A,NO CATS AND DOGS,NO,,PRIVATE,OUTDOOR,4154857.0,NO,YES,NO,80  BARTLEY DR ,NO,,,,UNAVAILABLE,16,SINGLE PANE,1962.0,,2017.0,,,,,,,,
62464,NONE,,YES,YES,YES,YES,YES,Not Available,8.0,29.0,"MAY 1, 2017",,,,COMPLETE MODERNIZATION,REPLACED,,NO,Recycling bins,YES,YES,,REPLACED,2006.0,HOT WATER,NO,YES,NO,NO,YES,8A-8P,LOBBY LEVEL,YES,3.0,0.0,1.0,4.0,NO,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking , Parking Deck",M9R,25 POUNDS OR LESS,YES,,PRIVATE,REAR DRIVEWAY,4155361.0,NO,YES,NO,51-67  WATERFORD DR ,YES,YES,1962.0,YES,UNAVAILABLE,2,DOUBLE PANE,1962.0,2009.0,2017.0,,,,,,,,
62465,NONE,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,8.0,135.0,"SEP 11, 2017",,,,,REPLACED,YES,NO,Green Bin / Organics,YES,YES,REAR OF BUILDING,ORIGINAL,1986.0,HOT WATER,NO,YES,NO,YES,YES,8AM - 8PM,TBD,YES,1.0,1.0,2.0,16.0,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M5T,,YES,,TCHC,REAR OF BUILDING,4274213.0,NO,NO,NO,20  VANAULEY ST ,YES,YES,1986.0,YES,BOTH,10,DOUBLE PANE,1986.0,2008.0,2017.0,,,,,,,,
62466,NONE,,YES,YES,YES,YES,YES,0 indoor parking spots and 20 outdoor parking spots,3.0,22.0,,,,,,,,YES,Green Bin / Organics,YES,NO,,ORIGINAL,2010.0,HOT WATER,NO,YES,NO,NO,YES,9AM TO 10PM,BASEMENT,YES,22.0,0.0,0.0,4.0,YES,YES,Ground Level Garage,M3C,SMALL PETS ONLY,YES,,PRIVATE,,4269869.0,NO,YES,NO,110  COTTONWOOD DR ,YES,YES,1978.0,,UNAVAILABLE,16,DOUBLE PANE,1959.0,,2017.0,,,,,,,,
62467,CENTRAL AIR,"Indoor recreation room , Indoor exercise room",YES,YES,YES,YES,YES,126 indoor parking spots and 40 outdoor parking spots,16.0,221.0,"JAN 25, 2017",,,,,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,2015.0,HOT WATER,YES,YES,NO,YES,NO,,,YES,30.0,7.0,3.0,,NO,NO,"Underground Garage , Garage accessible thru buildg",,,YES,KG GROUP,PRIVATE,P1 AND P2,4261706.0,NO,YES,NO,305  ROEHAMPTON AVE ,YES,YES,2015.0,YES,FREE,15,THERMAL,2015.0,,2017.0,,,,,,,,
62468,NONE,,YES,NO,YES,NO,NO,Not Available,3.0,11.0,,,,,,,YES,NO,Recycling bins,YES,NO,,REPLACED,2016.0,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,BASEMENT,YES,0.0,0.0,0.0,2.0,NO,YES,"Ground Level Garage , Surface Parking",M2N,,YES,KG GROUP,PRIVATE,DESIGNATED OUTDOOR AREA,4261713.0,NO,YES,NO,4  OAKBURN CRES ,NO,,,,FREE,18,DOUBLE PANE,1945.0,,2017.0,,,,,,,,
62469,INDIVIDUAL UNITS,,YES,NO,YES,NO,NO,Not Available,5.0,28.0,,,,,,,,YES,Recycling bins,YES,NO,,REPLACED,2007.0,ELECTRIC,NO,YES,NO,NO,YES,24 HOURS,GROUND FLOOR,NO,0.0,1.0,0.0,4.0,NO,YES,Surface Parking,M4M,,NO,,SOCIAL HOUSING,BESIDE GARBAGE ,4269424.0,NO,NO,NO,793  GERRARD ST E,NO,,,,FREE,14,DOUBLE PANE,1950.0,,2017.0,,,,,,,,
62470,NONE,,YES,NO,YES,NO,NO,Not Available,3.0,15.0,,,,,,,,YES,Recycling bins,YES,NO,,REPLACED,2010.0,HOT WATER,NO,YES,NO,NO,YES,9-9,BASEMENT LEVEL,NO,0.0,0.0,0.0,4.0,NO,YES,,M4Y,,NO,CHURCH 18 HOLDINGS INC.,PRIVATE,REAR,4273205.0,NO,YES,NO,67  GLOUCESTER ST ,NO,,,,UNAVAILABLE,13,SINGLE PANE,1911.0,,2017.0,,,,,,,,
62471,CENTRAL AIR,"Indoor recreation room , Outdoor rec facilities",YES,YES,YES,NO,YES,Not Available,4.0,68.0,"JUL 23, 2017",,,COMMUNAL GARDEN ,,ORIGINAL,,NO,Green Bin / Organics,YES,YES,REAR DRIVEWAY,ORIGINAL,2007.0,HOT WATER,NO,YES,NO,NO,YES,7AM-11PM,SECOND AND THIRD FLOORS,NO,2.0,2.0,2.0,8.0,NO,YES,Surface Parking,M9W,,YES,YWCA TORONTO,SOCIAL HOUSING,REAR DRIVEWAY OF BUILDING,4269261.0,NO,NO,NO,68  BERGAMOT AVE ,YES,YES,2007.0,YES,UNAVAILABLE,1,DOUBLE PANE,2007.0,,2018.0,,,,,,,,
62472,NONE,,YES,YES,YES,YES,YES,Not Available,22.0,159.0,"SEP 1, 2017",,,,,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,2009.0,HOT WATER,NO,YES,NO,YES,YES,7:00 AM- 10:00 PM ,BASEMENT,NO,1.0,1.0,2.0,16.0,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",,,NO,TCH,TCHC,BACK OF BUILDING,4285984.0,NO,NO,NO,252  SACKVILLE ST ,YES,YES,2009.0,YES,PAID,13,DOUBLE PANE,2009.0,,2017.0,,,,,,,,
62473,NONE,,YES,YES,YES,NO,NO,Not Available,3.0,12.0,,,,,,,,NO,Green Bin / Organics,YES,NO,GARBAGE SHED,REPLACED,2000.0,HOT WATER,NO,YES,NO,NO,YES,7 AM UNTIL 11 PM,BASEMENT,NO,0.0,0.0,0.0,4.0,NO,YES,,M4E,NONE,YES,,SOCIAL HOUSING,GARBAGE SHED,4265578.0,NO,YES,NO,26  NORWOOD RD ,NO,,,,UNAVAILABLE,19,DOUBLE PANE,1940.0,,2017.0,,,,,,,,
62474,NONE,,YES,YES,YES,YES,NO,Not Available,15.0,96.0,"JAN 1, 2017",,,,,ORIGINAL,,NO,Recycling bins,YES,YES,,REPLACED,1997.0,HOT WATER,NO,YES,NO,NO,YES,8AM - 10PM,BASEMENT,YES,0.0,1.0,2.0,10.0,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M4P,,YES,,PRIVATE,EAST SIDE OF PROPERTY,4246916.0,NO,YES,NO,300  EGLINTON AVE E,YES,YES,1967.0,YES,FREE,15,DOUBLE PANE,1967.0,,2017.0,,,,,,,,
62475,INDIVIDUAL UNITS,Indoor recreation room,YES,YES,YES,NO,NO,Not Available,4.0,37.0,"OCT 13, 2017",,,,,ORIGINAL,,NO,Green Bin / Organics,YES,YES,INDUSTRIAL KITCHEN,ORIGINAL,1991.0,HOT WATER,YES,YES,YES,NO,YES,24 HOURS,BASEMENT,NO,0.0,0.0,1.0,2.0,YES,NO,,M5A,,NO,ST. JUDE COMMUNITY HOMES,SOCIAL HOUSING,REFUSE ROOM ON EACH FLOOR,4250271.0,NO,NO,NO,431  DUNDAS ST E,YES,YES,1991.0,NO,UNAVAILABLE,13,DOUBLE PANE,1991.0,,2017.0,,,,,,,,
62476,CENTRAL AIR,"Indoor pool , Indoor recreation room , Indoor exercise room",YES,YES,YES,YES,NO,Not Available,13.0,128.0,"MAR 18, 2014",,,,,REPLACED,YES,NO,Green Bin / Organics,YES,YES,OUTSIDE,ORIGINAL,1971.0,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,BASEMENT,YES,0.0,0.0,2.0,14.0,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9B,,YES,PRINCESS MANAGEMENT,PRIVATE,OUTSIDE,4232592.0,NO,YES,NO,53  WARRENDER AVE ,YES,YES,1971.0,YES,FREE,2,SINGLE PANE,1971.0,2011.0,2017.0,,,,,,,,
62477,NONE,Outdoor pool,YES,YES,YES,YES,NO,0 indoor parking spots and 5 outdoor parking spots,10.0,91.0,"OCT 18, 2013",,,,,REPLACED,YES,NO,Green Bin / Organics,YES,NO,,REPLACED,1989.0,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,GROUND FLOOR,NO,0.0,0.0,2.0,10.0,YES,YES,"Underground Garage , Ground Level Garage , Surface Parking , Parking Deck",M9A,,YES,PRINCESS MANAGEMENT,PRIVATE,,4232598.0,NO,YES,NO,1141  ROYAL YORK RD ,YES,YES,1963.0,YES,FREE,2,SINGLE PANE,1963.0,2005.0,2017.0,,,,,,,,
62478,CENTRAL AIR,"Indoor recreation room , Indoor exercise room",YES,YES,YES,YES,YES,Not Available,14.0,157.0,"MAY 24, 2017",,SMALL GYM,,COMPLETE,REPLACED,YES,YES,Green Bin / Organics,YES,YES,ON EACH FLOOR,ORIGINAL,1963.0,HOT WATER,YES,YES,YES,YES,YES,24 HOURS,5TH FLOOR,YES,3.0,2.0,3.0,15.0,NO,NO,"Underground Garage , Garage accessible thru buildg",M5S,NONE,YES,MORGUARD CORPORATION,PRIVATE,ON EACH FLOOR,4242011.0,NO,YES,NO,131  BLOOR ST W,YES,YES,1963.0,YES,UNAVAILABLE,11,DOUBLE PANE,1963.0,2017.0,2017.0,,,,,,,,
62479,NONE,,YES,YES,YES,YES,NO,Not Available,3.0,10.0,,,,,,,,YES,Recycling bins,YES,NO,,ORIGINAL,1951.0,HOT WATER,YES,YES,NO,NO,YES,24 HOURS,BASEMENT,NO,0.0,0.0,0.0,2.0,NO,NO,Underground Garage,M5P,,YES,CANDO APARTMENTS LTD.,PRIVATE,GARAGE LEVEL,4233268.0,NO,YES,NO,871  AVENUE RD ,YES,YES,1951.0,,UNAVAILABLE,12,DOUBLE PANE,1951.0,,2017.0,,,,,,,,
62480,CENTRAL AIR,"Outdoor pool , Indoor recreation room , Outdoor rec facilities , Indoor exercise room",YES,YES,YES,YES,YES,183 indoor parking spots and 0 outdoor parking spots,16.0,166.0,"FEB 5, 2021",,,,,ORIGINAL,,NO,Green Bin / Organics,YES,YES,LOBBY LEVEL GARBAGE ROOM,ORIGINAL,2021.0,FORCED AIR GAS,YES,YES,YES,YES,NO,,INSUITE LAUNDRY,YES,27.0,1.0,,,,NO,"Underground Garage , Garage accessible thru buildg",M5S,,YES,FITZROVIA REAL ESTATE INC,PRIVATE,LOBBY LEVEL GARBAGE ROOM,4915028.0,YES,YES,YES,484  SPADINA AVE ,YES,YES,2021.0,YES,FREE,11,,2021.0,,2021.0,,,,,,,,
62481,NONE,,YES,NO,NO,NO,YES,Not Available,3.0,11.0,,,,,,,,NO,Green Bin / Organics,YES,NO,ON LOT,REPLACED,2009.0,HOT WATER,NO,NO,NO,NO,YES,24 HOURS,BASEMENT,NO,11.0,11.0,0.0,4.0,NO,YES,"Carport , Surface Parking",M6M,NONE,YES,,PRIVATE,ON LOT,4167696.0,NO,YES,NO,2248  KEELE ST ,NO,,,,FREE,5,DOUBLE PANE,1955.0,,2017.0,,,,,,,,
62482,NONE,"Outdoor pool , Indoor recreation room , Indoor exercise room , Child play area",YES,YES,YES,YES,YES,Not Available,3.0,304.0,"MAY 20, 2016",2 OUTDOOR PLAY AREAS,,,ENTIRE ELEVATOR,REPLACED,YES,NO,Recycling bins,YES,YES,,REPLACED,2006.0,HOT WATER,YES,YES,YES,YES,YES,8:00AM - 10:00PM,,NO,0.0,0.0,2.0,28.0,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking , Parking Deck",M2K,,YES,QUADREAL PROPERTY GROUP,PRIVATE,OUTDOOR,4228864.0,NO,NO,NO,2911  BAYVIEW AVE ,YES,YES,1965.0,YES,FREE,17,DOUBLE PANE,1964.0,2016.0,2017.0,,,,,,,,
62483,NONE,,YES,YES,YES,YES,NO,0 indoor parking spots and 26 outdoor parking spots,14.0,246.0,"MAY 1, 2012",,,,,REPLACED,YES,NO,Green Bin / Organics,YES,YES,,ORIGINAL,1970.0,HOT WATER,NO,YES,NO,YES,YES,9AM TO 10PM,BASEMENT,YES,0.0,0.0,3.0,14.0,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M4B,AS PER LEASEING AGREEMENT,YES,,PRIVATE,,4221285.0,NO,YES,NO,390  DAWES RD ,YES,YES,1970.0,NO,FREE,19,SINGLE PANE,1970.0,2012.0,2017.0,,,,,,,,
62484,NONE,,YES,NO,YES,NO,NO,Not Available,3.0,16.0,,,,,,,,NO,Green Bin / Organics,YES,NO,AT BACK ENTRANCE,REPLACED,2014.0,HOT WATER,NO,YES,NO,NO,YES,UNLIMITED,BASEMENT,NO,0.0,0.0,0.0,4.0,NO,YES,,M4E,,NO,,PRIVATE,AT BACK ENTRANCE,4228766.0,NO,YES,NO,2218  QUEEN ST E,NO,,,,UNAVAILABLE,19,DOUBLE PANE,1905.0,,2017.0,,,,,,,,
62485,,,,,,,, indoor parking spots and  outdoor parking spots,3.0,12.0,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,0.0,,,,,M4B,,,,PRIVATE,,4888801.0,,,,1012  O'CONNOR DR ,,,,,,19,DOUBLE PANE,,,,,,,,,,,
62486,NONE,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,15.0,168.0,"OCT 25, 2017",,,,,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,1964.0,HOT WATER,YES,YES,NO,YES,YES,TBD,MAIN FLOOR OF BUILDING,NO,1.0,0.0,2.0,15.0,YES,YES,Surface Parking,M1L,,YES,,TCHC,BACK OF BUILDING,4152595.0,NO,NO,NO,40  FIRVALLEY CRT ,YES,YES,1964.0,YES,BOTH,20,DOUBLE PANE,1964.0,,2017.0,,,,,,,,
